"id","county_code","unleaded_95","unleaded_100","motor_oil","heating_oil","autogas","price_date","validation","record_date"
"41647","31","1.531","1.728","1.301","1.010","0.822","08/01/2018","ΝΟΜΟΣ ΛΑΡΙΣΗΣ","2018-01-08"
"41648","32","1.609","1.802","1.352","1.040","0.905","08/01/2018","ΝΟΜΟΣ ΛΑΣΙΘΙΟΥ","2018-01-08"
"41649","33","1.611","1.819","1.368","1.139","0.956","08/01/2018","ΝΟΜΟΣ ΛΕΣΒΟΥ","2018-01-08"
"41650","34","1.570","1.766","1.316","1.039","0.844","08/01/2018","ΝΟΜΟΣ ΛΕΥΚΑΔΟΣ","2018-01-08"
"41651","35","1.569","1.753","1.335","1.009","0.850","08/01/2018","ΝΟΜΟΣ ΜΑΓΝΗΣΙΑΣ","2018-01-08"
"41652","36","1.562","1.749","1.310","1.038","0.879","08/01/2018","ΝΟΜΟΣ ΜΕΣΣΗΝΙΑΣ","2018-01-08"
"41653","37","1.508","1.715","0.988","0.765","0.000","08/01/2018","ΝΟΜΟΣ ΞΑΝΘΗΣ","2018-01-08"
"41654","38","1.535","1.683","0.990","0.810","0.000","08/01/2018","ΝΟΜΟΣ ΠΕΛΛΗΣ","2018-01-08"
"41655","39","1.537","1.730","1.299","0.992","0.827","08/01/2018","ΝΟΜΟΣ ΠΙΕΡΙΑΣ","2018-01-08"
"41656","40","1.535","1.703","1.308","0.996","0.822","08/01/2018","ΝΟΜΟΣ ΠΡΕΒΕΖΗΣ","2018-01-08"
"41657","41","1.605","1.792","1.063","0.894","0.000","08/01/2018","ΝΟΜΟΣ ΡΕΘΥΜΝΗΣ","2018-01-08"
"41658","42","1.534","1.702","0.992","0.843","0.000","08/01/2018","ΝΟΜΟΣ ΡΟΔΟΠΗΣ","2018-01-08"
"41659","43","1.706","1.831","0.000","0.928","0.000","08/01/2018","ΝΟΜΟΣ ΣΑΜΟΥ","2018-01-08"
"41660","44","1.522","1.685","0.993","0.853","0.000","08/01/2018","ΝΟΜΟΣ ΣΕΡΡΩΝ","2018-01-08"
"41661","45","1.554","1.717","1.335","0.993","0.817","08/01/2018","ΝΟΜΟΣ ΤΡΙΚΑΛΩΝ","2018-01-08"
"41662","46","1.545","1.763","1.310","1.025","0.852","08/01/2018","ΝΟΜΟΣ ΦΘΙΩΤΙΔΟΣ","2018-01-08"
"41663","47","1.536","1.746","1.330","1.013","0.846","08/01/2018","ΝΟΜΟΣ ΦΛΩΡΙΝΗΣ","2018-01-08"
"41664","48","1.585","1.783","1.359","1.063","0.892","08/01/2018","ΝΟΜΟΣ ΦΩΚΙΔΟΣ","2018-01-08"
"41665","49","1.563","1.714","1.011","0.845","0.000","08/01/2018","ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ","2018-01-08"
"41666","50","1.582","1.802","1.355","1.027","0.903","08/01/2018","ΝΟΜΟΣ ΧΑΝΙΩΝ","2018-01-08"
"41667","51","1.589","1.797","1.332","1.008","0.985","08/01/2018","ΝΟΜΟΣ ΧΙΟΥ","2018-01-08"
"4641","51","1.589","1.798","1.332","1.009","0.985","09/01/2018","ΝΟΜΟΣ ΧΙΟΥ","2018-01-09"
"4640","50","1.585","1.800","1.356","1.029","0.902","09/01/2018","ΝΟΜΟΣ ΧΑΝΙΩΝ","2018-01-09"
"4639","49","1.565","1.714","1.011","0.845","0.000","09/01/2018","ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ","2018-01-09"
"4638","48","1.585","1.783","1.361","1.067","0.892","09/01/2018","ΝΟΜΟΣ ΦΩΚΙΔΟΣ","2018-01-09"
"4637","47","1.535","1.746","1.330","1.013","0.846","09/01/2018","ΝΟΜΟΣ ΦΛΩΡΙΝΗΣ","2018-01-09"
"4636","46","1.546","1.764","1.313","1.026","0.853","09/01/2018","ΝΟΜΟΣ ΦΘΙΩΤΙΔΟΣ","2018-01-09"
"4635","45","1.556","1.717","1.337","0.993","0.817","09/01/2018","ΝΟΜΟΣ ΤΡΙΚΑΛΩΝ","2018-01-09"
"4634","44","1.523","1.687","0.995","0.853","0.000","09/01/2018","ΝΟΜΟΣ ΣΕΡΡΩΝ","2018-01-09"
"4633","43","1.696","1.821","0.000","0.928","0.000","09/01/2018","ΝΟΜΟΣ ΣΑΜΟΥ","2018-01-09"
"4632","42","1.534","1.702","0.992","0.843","0.000","09/01/2018","ΝΟΜΟΣ ΡΟΔΟΠΗΣ","2018-01-09"
"4631","41","1.604","1.792","1.063","0.894","0.000","09/01/2018","ΝΟΜΟΣ ΡΕΘΥΜΝΗΣ","2018-01-09"
"4630","40","1.535","1.710","1.310","0.997","0.823","09/01/2018","ΝΟΜΟΣ ΠΡΕΒΕΖΗΣ","2018-01-09"
"4629","39","1.537","1.732","1.301","0.992","0.830","09/01/2018","ΝΟΜΟΣ ΠΙΕΡΙΑΣ","2018-01-09"
"4628","38","1.534","1.683","0.991","0.814","0.000","09/01/2018","ΝΟΜΟΣ ΠΕΛΛΗΣ","2018-01-09"
"4627","37","1.509","1.716","0.989","0.765","0.000","09/01/2018","ΝΟΜΟΣ ΞΑΝΘΗΣ","2018-01-09"
"4626","36","1.562","1.749","1.310","1.038","0.879","09/01/2018","ΝΟΜΟΣ ΜΕΣΣΗΝΙΑΣ","2018-01-09"
"4625","35","1.574","1.750","1.338","1.018","0.851","09/01/2018","ΝΟΜΟΣ ΜΑΓΝΗΣΙΑΣ","2018-01-09"
"4624","34","1.571","1.769","1.319","1.042","0.844","09/01/2018","ΝΟΜΟΣ ΛΕΥΚΑΔΟΣ","2018-01-09"
"4623","33","1.612","1.822","1.369","1.127","0.956","09/01/2018","ΝΟΜΟΣ ΛΕΣΒΟΥ","2018-01-09"
"4622","32","1.611","1.807","1.355","1.040","0.916","09/01/2018","ΝΟΜΟΣ ΛΑΣΙΘΙΟΥ","2018-01-09"
"4621","31","1.534","1.728","1.302","1.010","0.823","09/01/2018","ΝΟΜΟΣ ΛΑΡΙΣΗΣ","2018-01-09"
"4620","30","1.557","1.754","1.326","1.018","0.861","09/01/2018","ΝΟΜΟΣ ΛΑΚΩΝΙΑΣ","2018-01-09"
"4619","29","1.789","1.927","1.486","1.134","0.950","09/01/2018","ΝΟΜΟΣ ΚΥΚΛΑΔΩΝ","2018-01-09"
"4618","28","1.532","1.722","1.310","0.998","0.852","09/01/2018","ΝΟΜΟΣ ΚΟΡΙΝΘΙΑΣ","2018-01-09"
"4617","27","1.544","1.700","1.324","1.009","0.803","09/01/2018","ΝΟΜΟΣ ΚΟΖΑΝΗΣ","2018-01-09"
"4616","26","1.532","1.817","1.295","0.996","0.844","09/01/2018","ΝΟΜΟΣ ΚΙΛΚΙΣ","2018-01-09"
"4615","25","1.624","1.788","1.356","1.033","0.000","09/01/2018","ΝΟΜΟΣ ΚΕΦΑΛΛΗΝΙΑΣ","2018-01-09"
"4614","24","1.577","1.778","1.344","1.069","0.959","09/01/2018","ΝΟΜΟΣ ΚΕΡΚΥΡΑΣ","2018-01-09"
"4613","23","1.587","1.768","1.351","1.040","0.875","09/01/2018","ΝΟΜΟΣ ΚΑΣΤΟΡΙΑΣ","2018-01-09"
"4612","22","1.553","1.759","1.308","1.010","0.825","09/01/2018","ΝΟΜΟΣ ΚΑΡΔΙΤΣΗΣ","2018-01-09"
"4611","21","1.559","1.771","1.326","1.017","0.837","09/01/2018","ΝΟΜΟΣ ΚΑΒΑΛΑΣ","2018-01-09"
"4610","20","1.530","1.751","1.323","1.005","0.834","09/01/2018","ΝΟΜΟΣ ΙΩΑΝΝΙΝΩΝ","2018-01-09"
"4609","19","1.514","1.723","0.998","0.834","0.000","09/01/2018","ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ","2018-01-09"
"4608","18","1.572","1.763","1.342","1.055","0.851","09/01/2018","ΝΟΜΟΣ ΘΕΣΠΡΩΤΙΑΣ","2018-01-09"
"4607","17","1.590","1.767","1.009","0.919","0.000","09/01/2018","ΝΟΜΟΣ ΗΡΑΚΛΕΙΟΥ","2018-01-09"
"4606","16","1.519","1.712","1.300","1.001","0.784","09/01/2018","ΝΟΜΟΣ ΗΜΑΘΙΑΣ","2018-01-09"
"4605","15","1.548","1.715","1.308","1.002","0.823","09/01/2018","ΝΟΜΟΣ ΗΛΕΙΑΣ","2018-01-09"
"4604","14","1.576","1.756","1.328","1.030","0.969","09/01/2018","ΝΟΜΟΣ ΖΑΚΥΝΘΟΥ","2018-01-09"
"4603","13","1.637","1.869","1.393","1.076","0.899","09/01/2018","ΝΟΜΟΣ ΕΥΡΥΤΑΝΙΑΣ","2018-01-09"
"4602","12","1.547","1.733","1.317","1.007","0.828","09/01/2018","ΝΟΜΟΣ ΕΥΒΟΙΑΣ","2018-01-09"
"4601","11","1.563","1.751","1.335","1.017","0.858","09/01/2018","ΝΟΜΟΣ ΕΒΡΟΥ","2018-01-09"
"4600","10","1.669","1.847","1.407","1.093","0.958","09/01/2018","ΝΟΜΟΣ ΔΩΔΕΚΑΝΗΣΟΥ","2018-01-09"
"4599","9","1.523","1.719","0.991","0.829","0.000","09/01/2018","ΝΟΜΟΣ ΔΡΑΜΑΣ","2018-01-09"
"4598","8","1.583","1.766","1.348","1.037","0.833","09/01/2018","ΝΟΜΟΣ ΓΡΕΒΕΝΩΝ","2018-01-09"
"4597","7","1.541","1.763","1.313","1.004","0.834","09/01/2018","ΝΟΜΟΣ ΒΟΙΩΤΙΑΣ","2018-01-09"
"4596","6","1.522","1.737","1.312","1.007","0.855","09/01/2018","ΝΟΜΟΣ ΑΧΑΪΑΣ","2018-01-09"
"4595","5","1.534","1.722","1.032","0.862","0.000","09/01/2018","ΝΟΜΟΣ ΑΡΤΗΣ","2018-01-09"
"4594","4","1.562","1.752","1.335","1.018","0.852","09/01/2018","ΝΟΜΟΣ ΑΡΚΑΔΙΑΣ","2018-01-09"
"4593","3","1.535","1.708","1.299","1.014","0.871","09/01/2018","ΝΟΜΟΣ ΑΡΓΟΛΙΔΟΣ","2018-01-09"
"4592","2","1.561","1.765","1.332","1.033","0.870","09/01/2018","ΝΟΜΟΣ ΑΙΤΩΛΙΑΣ ΚΑΙ ΑΚΑΡΝΑΝΙΑΣ","2018-01-09"
"4591","1","1.514","1.729","1.293","0.995","0.802","09/01/2018","ΝΟΜΟΣ ΑΤΤΙΚΗΣ","2018-01-09"
"26215","1","1.514","1.728","1.294","0.996","0.801","10/01/2018","ΝΟΜΟΣ ΑΤΤΙΚΗΣ","2018-01-10"
"26216","2","1.561","1.766","1.332","1.033","0.870","10/01/2018","ΝΟΜΟΣ ΑΙΤΩΛΙΑΣ ΚΑΙ ΑΚΑΡΝΑΝΙΑΣ","2018-01-10"
"26217","3","1.535","1.708","1.300","1.014","0.871","10/01/2018","ΝΟΜΟΣ ΑΡΓΟΛΙΔΟΣ","2018-01-10"
"26218","4","1.562","1.752","1.334","1.019","0.852","10/01/2018","ΝΟΜΟΣ ΑΡΚΑΔΙΑΣ","2018-01-10"
"26219","5","1.535","1.722","1.325","1.034","0.862","10/01/2018","ΝΟΜΟΣ ΑΡΤΗΣ","2018-01-10"
"26220","6","1.523","1.733","1.313","1.008","0.855","10/01/2018","ΝΟΜΟΣ ΑΧΑΪΑΣ","2018-01-10"
"26221","7","1.540","1.763","1.314","1.005","0.834","10/01/2018","ΝΟΜΟΣ ΒΟΙΩΤΙΑΣ","2018-01-10"
"26222","8","1.584","1.766","1.350","1.037","0.833","10/01/2018","ΝΟΜΟΣ ΓΡΕΒΕΝΩΝ","2018-01-10"
"26223","9","1.523","1.721","1.290","0.992","0.829","10/01/2018","ΝΟΜΟΣ ΔΡΑΜΑΣ","2018-01-10"
"26224","10","1.670","1.849","1.408","1.091","0.958","10/01/2018","ΝΟΜΟΣ ΔΩΔΕΚΑΝΗΣΟΥ","2018-01-10"
"26225","11","1.564","1.751","1.334","1.019","0.859","10/01/2018","ΝΟΜΟΣ ΕΒΡΟΥ","2018-01-10"
"26226","12","1.548","1.734","1.318","1.009","0.828","10/01/2018","ΝΟΜΟΣ ΕΥΒΟΙΑΣ","2018-01-10"
"26227","13","1.637","1.869","1.393","1.077","0.899","10/01/2018","ΝΟΜΟΣ ΕΥΡΥΤΑΝΙΑΣ","2018-01-10"
"26228","14","1.574","1.743","1.327","1.036","0.969","10/01/2018","ΝΟΜΟΣ ΖΑΚΥΝΘΟΥ","2018-01-10"
"26229","15","1.548","1.717","1.310","1.003","0.823","10/01/2018","ΝΟΜΟΣ ΗΛΕΙΑΣ","2018-01-10"
"26230","16","1.518","1.712","1.299","1.001","0.784","10/01/2018","ΝΟΜΟΣ ΗΜΑΘΙΑΣ","2018-01-10"
"26231","17","1.590","1.768","1.356","1.015","0.919","10/01/2018","ΝΟΜΟΣ ΗΡΑΚΛΕΙΟΥ","2018-01-10"
"26232","18","1.572","1.763","1.342","1.055","0.849","10/01/2018","ΝΟΜΟΣ ΘΕΣΠΡΩΤΙΑΣ","2018-01-10"
"26233","19","1.515","1.721","1.292","1.000","0.834","10/01/2018","ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ","2018-01-10"
"26234","20","1.528","1.750","1.323","1.005","0.834","10/01/2018","ΝΟΜΟΣ ΙΩΑΝΝΙΝΩΝ","2018-01-10"
"26235","21","1.561","1.770","1.329","1.023","0.837","10/01/2018","ΝΟΜΟΣ ΚΑΒΑΛΑΣ","2018-01-10"
"26236","22","1.554","1.759","1.310","1.012","0.825","10/01/2018","ΝΟΜΟΣ ΚΑΡΔΙΤΣΗΣ","2018-01-10"
"26237","23","1.587","1.768","1.352","1.040","0.875","10/01/2018","ΝΟΜΟΣ ΚΑΣΤΟΡΙΑΣ","2018-01-10"
"26238","24","1.577","1.782","1.344","1.070","0.959","10/01/2018","ΝΟΜΟΣ ΚΕΡΚΥΡΑΣ","2018-01-10"
"26239","25","1.624","1.786","1.355","1.033","0.000","10/01/2018","ΝΟΜΟΣ ΚΕΦΑΛΛΗΝΙΑΣ","2018-01-10"
"26240","26","1.534","1.817","1.295","0.998","0.844","10/01/2018","ΝΟΜΟΣ ΚΙΛΚΙΣ","2018-01-10"
"26241","27","1.546","1.701","1.327","1.012","0.800","10/01/2018","ΝΟΜΟΣ ΚΟΖΑΝΗΣ","2018-01-10"
"26242","28","1.532","1.721","1.310","0.998","0.852","10/01/2018","ΝΟΜΟΣ ΚΟΡΙΝΘΙΑΣ","2018-01-10"
"26243","29","1.788","1.928","1.487","1.134","0.950","10/01/2018","ΝΟΜΟΣ ΚΥΚΛΑΔΩΝ","2018-01-10"
"26244","30","1.558","1.755","1.327","1.018","0.861","10/01/2018","ΝΟΜΟΣ ΛΑΚΩΝΙΑΣ","2018-01-10"
"26245","31","1.534","1.728","1.301","1.010","0.822","10/01/2018","ΝΟΜΟΣ ΛΑΡΙΣΗΣ","2018-01-10"
"26246","32","1.612","1.807","1.354","1.040","0.916","10/01/2018","ΝΟΜΟΣ ΛΑΣΙΘΙΟΥ","2018-01-10"
"26247","33","1.612","1.822","1.369","1.128","0.956","10/01/2018","ΝΟΜΟΣ ΛΕΣΒΟΥ","2018-01-10"
"26248","34","1.571","1.769","1.319","1.042","0.844","10/01/2018","ΝΟΜΟΣ ΛΕΥΚΑΔΟΣ","2018-01-10"
"26249","35","1.574","1.749","1.338","1.020","0.851","10/01/2018","ΝΟΜΟΣ ΜΑΓΝΗΣΙΑΣ","2018-01-10"
"26250","36","1.564","1.750","1.311","1.038","0.878","10/01/2018","ΝΟΜΟΣ ΜΕΣΣΗΝΙΑΣ","2018-01-10"
"26251","37","1.509","1.716","1.291","0.991","0.765","10/01/2018","ΝΟΜΟΣ ΞΑΝΘΗΣ","2018-01-10"
"26252","38","1.535","1.683","1.312","0.995","0.816","10/01/2018","ΝΟΜΟΣ ΠΕΛΛΗΣ","2018-01-10"
"26253","39","1.537","1.725","1.301","0.992","0.830","10/01/2018","ΝΟΜΟΣ ΠΙΕΡΙΑΣ","2018-01-10"
"26254","40","1.538","1.708","1.314","0.997","0.823","10/01/2018","ΝΟΜΟΣ ΠΡΕΒΕΖΗΣ","2018-01-10"
"26255","41","1.604","1.792","1.361","1.064","0.894","10/01/2018","ΝΟΜΟΣ ΡΕΘΥΜΝΗΣ","2018-01-10"
"26256","42","1.536","1.702","1.297","0.994","0.843","10/01/2018","ΝΟΜΟΣ ΡΟΔΟΠΗΣ","2018-01-10"
"26257","43","1.696","1.821","1.440","0.000","0.928","10/01/2018","ΝΟΜΟΣ ΣΑΜΟΥ","2018-01-10"
"26258","44","1.523","1.695","1.288","0.997","0.852","10/01/2018","ΝΟΜΟΣ ΣΕΡΡΩΝ","2018-01-10"
"26259","45","1.556","1.718","1.336","0.993","0.817","10/01/2018","ΝΟΜΟΣ ΤΡΙΚΑΛΩΝ","2018-01-10"
"26260","46","1.547","1.767","1.315","1.025","0.853","10/01/2018","ΝΟΜΟΣ ΦΘΙΩΤΙΔΟΣ","2018-01-10"
"26261","47","1.535","1.748","1.330","1.013","0.846","10/01/2018","ΝΟΜΟΣ ΦΛΩΡΙΝΗΣ","2018-01-10"
"26262","48","1.585","1.783","1.360","1.068","0.892","10/01/2018","ΝΟΜΟΣ ΦΩΚΙΔΟΣ","2018-01-10"
"26263","49","1.565","1.714","1.326","1.011","0.844","10/01/2018","ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ","2018-01-10"
"26264","50","1.584","1.797","1.353","1.027","0.902","10/01/2018","ΝΟΜΟΣ ΧΑΝΙΩΝ","2018-01-10"
"26265","51","1.591","1.795","1.333","1.010","0.985","10/01/2018","ΝΟΜΟΣ ΧΙΟΥ","2018-01-10"
"26164","1","1.515","1.726","1.295","0.997","0.802","11/01/2018","ΝΟΜΟΣ ΑΤΤΙΚΗΣ","2018-01-11"
"26165","2","1.563","1.767","1.334","1.034","0.870","11/01/2018","ΝΟΜΟΣ ΑΙΤΩΛΙΑΣ ΚΑΙ ΑΚΑΡΝΑΝΙΑΣ","2018-01-11"
"26166","3","1.535","1.709","1.302","1.014","0.871","11/01/2018","ΝΟΜΟΣ ΑΡΓΟΛΙΔΟΣ","2018-01-11"
"26167","4","1.564","1.754","1.336","1.020","0.852","11/01/2018","ΝΟΜΟΣ ΑΡΚΑΔΙΑΣ","2018-01-11"
"26168","5","1.538","1.727","1.327","1.034","0.866","11/01/2018","ΝΟΜΟΣ ΑΡΤΗΣ","2018-01-11"
"26169","6","1.522","1.736","1.315","1.009","0.855","11/01/2018","ΝΟΜΟΣ ΑΧΑΪΑΣ","2018-01-11"
"26170","7","1.542","1.760","1.317","1.007","0.834","11/01/2018","ΝΟΜΟΣ ΒΟΙΩΤΙΑΣ","2018-01-11"
"26171","8","1.584","1.766","1.352","1.037","0.833","11/01/2018","ΝΟΜΟΣ ΓΡΕΒΕΝΩΝ","2018-01-11"
"26172","9","1.523","1.721","1.292","0.995","0.827","11/01/2018","ΝΟΜΟΣ ΔΡΑΜΑΣ","2018-01-11"
"26173","10","1.672","1.845","1.412","1.094","0.958","11/01/2018","ΝΟΜΟΣ ΔΩΔΕΚΑΝΗΣΟΥ","2018-01-11"
"26174","11","1.564","1.747","1.338","1.021","0.859","11/01/2018","ΝΟΜΟΣ ΕΒΡΟΥ","2018-01-11"
"26175","12","1.548","1.735","1.318","1.014","0.828","11/01/2018","ΝΟΜΟΣ ΕΥΒΟΙΑΣ","2018-01-11"
"26176","13","1.640","1.871","1.397","1.079","0.899","11/01/2018","ΝΟΜΟΣ ΕΥΡΥΤΑΝΙΑΣ","2018-01-11"
"26177","14","1.571","1.730","1.325","1.036","0.969","11/01/2018","ΝΟΜΟΣ ΖΑΚΥΝΘΟΥ","2018-01-11"
"26178","15","1.550","1.718","1.311","1.002","0.823","11/01/2018","ΝΟΜΟΣ ΗΛΕΙΑΣ","2018-01-11"
"26179","16","1.519","1.713","1.301","1.003","0.784","11/01/2018","ΝΟΜΟΣ ΗΜΑΘΙΑΣ","2018-01-11"
"26180","17","1.589","1.767","1.357","1.015","0.918","11/01/2018","ΝΟΜΟΣ ΗΡΑΚΛΕΙΟΥ","2018-01-11"
"26181","18","1.573","1.764","1.346","1.055","0.849","11/01/2018","ΝΟΜΟΣ ΘΕΣΠΡΩΤΙΑΣ","2018-01-11"
"26182","19","1.516","1.721","1.294","1.000","0.834","11/01/2018","ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ","2018-01-11"
"26183","20","1.525","1.755","1.323","1.005","0.836","11/01/2018","ΝΟΜΟΣ ΙΩΑΝΝΙΝΩΝ","2018-01-11"
"26184","21","1.562","1.770","1.330","1.023","0.837","11/01/2018","ΝΟΜΟΣ ΚΑΒΑΛΑΣ","2018-01-11"
"26185","22","1.555","1.755","1.312","1.014","0.825","11/01/2018","ΝΟΜΟΣ ΚΑΡΔΙΤΣΗΣ","2018-01-11"
"26186","23","1.587","1.760","1.348","1.040","0.877","11/01/2018","ΝΟΜΟΣ ΚΑΣΤΟΡΙΑΣ","2018-01-11"
"26187","24","1.577","1.779","1.344","1.071","0.959","11/01/2018","ΝΟΜΟΣ ΚΕΡΚΥΡΑΣ","2018-01-11"
"26188","25","1.625","1.786","1.354","1.035","0.920","11/01/2018","ΝΟΜΟΣ ΚΕΦΑΛΛΗΝΙΑΣ","2018-01-11"
"26189","26","1.535","1.802","1.301","0.999","0.844","11/01/2018","ΝΟΜΟΣ ΚΙΛΚΙΣ","2018-01-11"
"26190","27","1.545","1.700","1.328","1.014","0.798","11/01/2018","ΝΟΜΟΣ ΚΟΖΑΝΗΣ","2018-01-11"
"26191","28","1.532","1.719","1.311","1.002","0.853","11/01/2018","ΝΟΜΟΣ ΚΟΡΙΝΘΙΑΣ","2018-01-11"
"26192","29","1.787","1.926","1.487","1.134","0.951","11/01/2018","ΝΟΜΟΣ ΚΥΚΛΑΔΩΝ","2018-01-11"
"26193","30","1.557","1.752","1.327","1.018","0.850","11/01/2018","ΝΟΜΟΣ ΛΑΚΩΝΙΑΣ","2018-01-11"
"26194","31","1.535","1.726","1.303","1.011","0.817","11/01/2018","ΝΟΜΟΣ ΛΑΡΙΣΗΣ","2018-01-11"
"26195","32","1.615","1.805","1.356","1.040","0.911","11/01/2018","ΝΟΜΟΣ ΛΑΣΙΘΙΟΥ","2018-01-11"
"26196","33","1.611","1.815","1.369","1.128","0.956","11/01/2018","ΝΟΜΟΣ ΛΕΣΒΟΥ","2018-01-11"
"26197","34","1.571","1.769","1.319","1.042","0.844","11/01/2018","ΝΟΜΟΣ ΛΕΥΚΑΔΟΣ","2018-01-11"
"26198","35","1.574","1.749","1.339","1.021","0.851","11/01/2018","ΝΟΜΟΣ ΜΑΓΝΗΣΙΑΣ","2018-01-11"
"26199","36","1.564","1.746","1.313","1.041","0.875","11/01/2018","ΝΟΜΟΣ ΜΕΣΣΗΝΙΑΣ","2018-01-11"
"26200","37","1.509","1.707","1.292","0.994","0.765","11/01/2018","ΝΟΜΟΣ ΞΑΝΘΗΣ","2018-01-11"
"26201","38","1.536","1.685","1.313","0.998","0.816","11/01/2018","ΝΟΜΟΣ ΠΕΛΛΗΣ","2018-01-11"
"26202","39","1.536","1.726","1.303","0.993","0.834","11/01/2018","ΝΟΜΟΣ ΠΙΕΡΙΑΣ","2018-01-11"
"26203","40","1.538","1.713","1.316","1.000","0.824","11/01/2018","ΝΟΜΟΣ ΠΡΕΒΕΖΗΣ","2018-01-11"
"26204","41","1.609","1.797","1.366","1.066","0.894","11/01/2018","ΝΟΜΟΣ ΡΕΘΥΜΝΗΣ","2018-01-11"
"26205","42","1.538","1.702","1.300","0.994","0.843","11/01/2018","ΝΟΜΟΣ ΡΟΔΟΠΗΣ","2018-01-11"
"26206","43","1.693","1.817","1.437","0.000","0.928","11/01/2018","ΝΟΜΟΣ ΣΑΜΟΥ","2018-01-11"
"26207","44","1.524","1.700","1.291","0.998","0.853","11/01/2018","ΝΟΜΟΣ ΣΕΡΡΩΝ","2018-01-11"
"26208","45","1.557","1.718","1.337","0.993","0.820","11/01/2018","ΝΟΜΟΣ ΤΡΙΚΑΛΩΝ","2018-01-11"
"26209","46","1.548","1.769","1.318","1.028","0.853","11/01/2018","ΝΟΜΟΣ ΦΘΙΩΤΙΔΟΣ","2018-01-11"
"26210","47","1.536","1.748","1.330","1.013","0.846","11/01/2018","ΝΟΜΟΣ ΦΛΩΡΙΝΗΣ","2018-01-11"
"26211","48","1.587","1.788","1.362","1.068","0.892","11/01/2018","ΝΟΜΟΣ ΦΩΚΙΔΟΣ","2018-01-11"
"26212","49","1.564","1.723","1.327","1.011","0.843","11/01/2018","ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ","2018-01-11"
"26213","50","1.585","1.798","1.356","1.029","0.902","11/01/2018","ΝΟΜΟΣ ΧΑΝΙΩΝ","2018-01-11"
"26214","51","1.591","1.795","1.333","1.011","0.985","11/01/2018","ΝΟΜΟΣ ΧΙΟΥ","2018-01-11"
"53398","1","1.518","1.721","1.297","1.001","0.801","12/01/2018","ΝΟΜΟΣ ΑΤΤΙΚΗΣ","2018-01-12"
"53399","2","1.565","1.762","1.336","1.036","0.874","12/01/2018","ΝΟΜΟΣ ΑΙΤΩΛΙΑΣ ΚΑΙ ΑΚΑΡΝΑΝΙΑΣ","2018-01-12"
"53400","3","1.536","1.708","1.306","1.016","0.872","12/01/2018","ΝΟΜΟΣ ΑΡΓΟΛΙΔΟΣ","2018-01-12"
"53401","4","1.566","1.755","1.339","1.025","0.860","12/01/2018","ΝΟΜΟΣ ΑΡΚΑΔΙΑΣ","2018-01-12"
"53402","5","1.538","1.727","1.327","1.034","0.866","12/01/2018","ΝΟΜΟΣ ΑΡΤΗΣ","2018-01-12"
"53403","6","1.523","1.728","1.317","1.011","0.856","12/01/2018","ΝΟΜΟΣ ΑΧΑΪΑΣ","2018-01-12"
"53404","7","1.542","1.750","1.318","1.008","0.834","12/01/2018","ΝΟΜΟΣ ΒΟΙΩΤΙΑΣ","2018-01-12"
"53405","8","1.585","1.772","1.357","1.042","0.833","12/01/2018","ΝΟΜΟΣ ΓΡΕΒΕΝΩΝ","2018-01-12"
"53406","9","1.523","1.721","1.292","0.995","0.827","12/01/2018","ΝΟΜΟΣ ΔΡΑΜΑΣ","2018-01-12"
"53407","10","1.672","1.843","1.412","1.094","0.958","12/01/2018","ΝΟΜΟΣ ΔΩΔΕΚΑΝΗΣΟΥ","2018-01-12"
"53408","11","1.565","1.747","1.340","1.022","0.859","12/01/2018","ΝΟΜΟΣ ΕΒΡΟΥ","2018-01-12"
"53409","12","1.549","1.732","1.319","1.016","0.827","12/01/2018","ΝΟΜΟΣ ΕΥΒΟΙΑΣ","2018-01-12"
"53410","13","1.640","1.871","1.398","1.084","0.899","12/01/2018","ΝΟΜΟΣ ΕΥΡΥΤΑΝΙΑΣ","2018-01-12"
"53411","14","1.569","1.726","1.327","1.036","0.969","12/01/2018","ΝΟΜΟΣ ΖΑΚΥΝΘΟΥ","2018-01-12"
"53412","15","1.550","1.720","1.312","1.005","0.825","12/01/2018","ΝΟΜΟΣ ΗΛΕΙΑΣ","2018-01-12"
"53413","16","1.519","1.711","1.302","1.005","0.784","12/01/2018","ΝΟΜΟΣ ΗΜΑΘΙΑΣ","2018-01-12"
"53414","17","1.589","1.758","1.359","1.018","0.918","12/01/2018","ΝΟΜΟΣ ΗΡΑΚΛΕΙΟΥ","2018-01-12"
"53415","18","1.574","1.771","1.350","1.055","0.849","12/01/2018","ΝΟΜΟΣ ΘΕΣΠΡΩΤΙΑΣ","2018-01-12"
"53416","19","1.518","1.714","1.297","1.002","0.834","12/01/2018","ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ","2018-01-12"
